Unnamed: 0,Team,Opponent,Venue,ForAgainst,Red_Cards,Corner_Kicks,Fouls_Commited,Yellow_Cards,Shots,Goal_Kicks,Throw_Ins,Tackles,First_Half_Yellow_Cards,SoT,Offsides,Round,Season
0,Panserraikos,A.E. Kifisia FC,Home,For,0,3,9,2,9,8,33,9,0,1,6,Gameweek 17,2024
1,Panserraikos,A.E. Kifisia FC,Home,Against,0,3,19,4,15,7,24,15,2,5,0,Gameweek 17,2024
2,A.E. Kifisia FC,Panserraikos,Away,For,0,3,19,4,15,7,24,15,2,5,0,Gameweek 17,2024
3,A.E. Kifisia FC,Panserraikos,Away,Against,0,3,9,2,9,8,33,9,0,1,6,Gameweek 17,2024
4,Volos NFC,Atromitos Athens,Home,For,0,2,17,4,8,5,20,10,2,4,1,Gameweek 17,2024
5,Volos NFC,Atromitos Athens,Home,Against,0,8,18,3,14,11,16,10,0,7,0,Gameweek 17,2024
6,Atromitos Athens,Volos NFC,Away,For,0,8,18,3,14,11,16,10,0,7,0,Gameweek 17,2024
7,Atromitos Athens,Volos NFC,Away,Against,0,2,17,4,8,5,20,10,2,4,1,Gameweek 17,2024
8,Panathinaikos,Panetolikos,Home,For,0,4,18,2,12,2,25,15,0,4,0,Gameweek 17,2024
9,Panathinaikos,Panetolikos,Home,Against,0,3,11,2,8,10,14,18,1,5,2,Gameweek 17,2024
10,Panetolikos,Panathinaikos,Away,For,0,3,11,2,8,10,14,18,1,5,2,Gameweek 17,2024
11,Panetolikos,Panathinaikos,Away,Against,0,4,18,2,12,2,25,15,0,4,0,Gameweek 17,2024
12,PAS Giannina,Asteras Tripolis,Home,For,0,7,14,2,16,9,19,17,0,5,1,Gameweek 17,2024
13,PAS Giannina,Asteras Tripolis,Home,Against,0,3,17,0,10,11,24,10,0,3,2,Gameweek 17,2024
14,Asteras Tripolis,PAS Giannina,Away,For,0,3,17,0,10,11,24,10,0,3,2,Gameweek 17,2024
15,Asteras Tripolis,PAS Giannina,Away,Against,0,7,14,2,16,9,19,17,0,5,1,Gameweek 17,2024
16,Aris Thessaloniki,PAOK,Home,For,0,4,20,2,15,5,14,20,0,4,3,Gameweek 17,2024
17,Aris Thessaloniki,PAOK,Home,Against,0,5,12,4,12,3,21,13,1,2,2,Gameweek 17,2024
18,PAOK,Aris Thessaloniki,Away,For,0,5,12,4,12,3,21,13,1,2,2,Gameweek 17,2024
19,PAOK,Aris Thessaloniki,Away,Against,0,4,20,2,15,5,14,20,0,4,3,Gameweek 17,2024
20,Olympiacos FC,AEK Athens,Home,For,0,5,10,3,8,8,21,20,0,3,0,Gameweek 17,2024
21,Olympiacos FC,AEK Athens,Home,Against,0,9,15,3,13,5,18,16,0,3,3,Gameweek 17,2024
22,AEK Athens,Olympiacos FC,Away,For,0,9,15,3,13,5,18,16,0,3,3,Gameweek 17,2024
23,AEK Athens,Olympiacos FC,Away,Against,0,5,10,3,8,8,21,20,0,3,0,Gameweek 17,2024
24,OFI Crete,PAS Lamia 1964,Home,For,0,7,22,4,21,3,24,10,2,6,1,Gameweek 17,2024
25,OFI Crete,PAS Lamia 1964,Home,Against,0,1,22,3,4,11,17,13,2,2,3,Gameweek 17,2024
26,PAS Lamia 1964,OFI Crete,Away,For,0,1,22,3,4,11,17,13,2,2,3,Gameweek 17,2024
27,PAS Lamia 1964,OFI Crete,Away,Against,0,7,22,4,21,3,24,10,2,6,1,Gameweek 17,2024
0,Atromitos Athens,OFI Crete,Home,For,0,5,9,2,8,10,23,12,1,2,5,Gameweek 18,2024
1,Atromitos Athens,OFI Crete,Home,Against,0,7,20,4,12,7,21,15,0,3,1,Gameweek 18,2024
2,OFI Crete,Atromitos Athens,Away,For,0,7,20,4,12,7,21,15,0,3,1,Gameweek 18,2024
3,OFI Crete,Atromitos Athens,Away,Against,0,5,9,2,8,10,23,12,1,2,5,Gameweek 18,2024
4,PAS Lamia 1964,Panserraikos,Home,For,0,2,14,2,9,5,20,16,0,3,1,Gameweek 18,2024
5,PAS Lamia 1964,Panserraikos,Home,Against,0,1,20,2,7,4,23,18,1,4,0,Gameweek 18,2024
6,Panserraikos,PAS Lamia 1964,Away,For,0,1,20,2,7,4,23,18,1,4,0,Gameweek 18,2024
7,Panserraikos,PAS Lamia 1964,Away,Against,0,2,14,2,9,5,20,16,0,3,1,Gameweek 18,2024
8,Panetolikos,Aris Thessaloniki,Home,For,0,4,15,3,12,4,19,18,1,2,1,Gameweek 18,2024
9,Panetolikos,Aris Thessaloniki,Home,Against,0,6,17,1,17,10,14,19,1,9,5,Gameweek 18,2024
10,Aris Thessaloniki,Panetolikos,Away,For,0,6,17,1,17,10,14,19,1,9,5,Gameweek 18,2024
11,Aris Thessaloniki,Panetolikos,Away,Against,0,4,15,3,12,4,19,18,1,2,1,Gameweek 18,2024
12,A.E. Kifisia FC,Olympiacos FC,Home,For,1,2,12,6,7,5,16,12,1,3,1,Gameweek 18,2024
13,A.E. Kifisia FC,Olympiacos FC,Home,Against,1,4,12,2,14,3,19,11,2,9,4,Gameweek 18,2024
14,Olympiacos FC,A.E. Kifisia FC,Away,For,1,4,12,2,14,3,19,11,2,9,4,Gameweek 18,2024
15,Olympiacos FC,A.E. Kifisia FC,Away,Against,1,2,12,6,7,5,16,12,1,3,1,Gameweek 18,2024
16,Asteras Tripolis,Volos NFC,Home,For,0,6,17,2,10,10,26,12,1,3,1,Gameweek 18,2024
17,Asteras Tripolis,Volos NFC,Home,Against,0,4,16,1,13,9,18,11,1,2,2,Gameweek 18,2024
18,Volos NFC,Asteras Tripolis,Away,For,0,4,16,1,13,9,18,11,1,2,2,Gameweek 18,2024
19,Volos NFC,Asteras Tripolis,Away,Against,0,6,17,2,10,10,26,12,1,3,1,Gameweek 18,2024
20,AEK Athens,Panathinaikos,Home,For,0,8,18,3,17,6,18,19,1,4,1,Gameweek 18,2024
21,AEK Athens,Panathinaikos,Home,Against,0,2,12,2,8,9,17,18,1,2,2,Gameweek 18,2024
22,Panathinaikos,AEK Athens,Away,For,0,2,12,2,8,9,17,18,1,2,2,Gameweek 18,2024
23,Panathinaikos,AEK Athens,Away,Against,0,8,18,3,17,6,18,19,1,4,1,Gameweek 18,2024
24,PAOK,PAS Giannina,Home,For,0,9,12,0,22,2,14,12,0,10,1,Gameweek 18,2024
25,PAOK,PAS Giannina,Home,Against,0,2,10,0,4,9,7,19,0,0,1,Gameweek 18,2024
26,PAS Giannina,PAOK,Away,For,0,2,10,0,4,9,7,19,0,0,1,Gameweek 18,2024
27,PAS Giannina,PAOK,Away,Against,0,9,12,0,22,2,14,12,0,10,1,Gameweek 18,2024
0,PAS Lamia 1964,A.E. Kifisia FC,Home,For,0,6,13,1,14,6,21,15,0,7,2,Gameweek 19,2024
1,PAS Lamia 1964,A.E. Kifisia FC,Home,Against,0,8,21,1,13,6,19,15,0,4,3,Gameweek 19,2024
2,A.E. Kifisia FC,PAS Lamia 1964,Away,For,0,8,21,1,13,6,19,15,0,4,3,Gameweek 19,2024
3,A.E. Kifisia FC,PAS Lamia 1964,Away,Against,0,6,13,1,14,6,21,15,0,7,2,Gameweek 19,2024
4,PAS Giannina,Panserraikos,Home,For,0,9,11,5,12,5,33,10,2,3,1,Gameweek 19,2024
5,PAS Giannina,Panserraikos,Home,Against,0,5,14,3,12,10,25,12,1,7,0,Gameweek 19,2024
6,Panserraikos,PAS Giannina,Away,For,0,5,14,3,12,10,25,12,1,7,0,Gameweek 19,2024
7,Panserraikos,PAS Giannina,Away,Against,0,9,11,5,12,5,33,10,2,3,1,Gameweek 19,2024
8,OFI Crete,Panetolikos,Home,For,0,1,21,2,4,7,25,21,0,1,3,Gameweek 19,2024
9,OFI Crete,Panetolikos,Home,Against,0,1,15,3,7,7,24,19,1,1,0,Gameweek 19,2024
10,Panetolikos,OFI Crete,Away,For,0,1,15,3,7,7,24,19,1,1,0,Gameweek 19,2024
11,Panetolikos,OFI Crete,Away,Against,0,1,21,2,4,7,25,21,0,1,3,Gameweek 19,2024
12,Volos NFC,PAOK,Home,For,0,1,22,2,11,7,19,9,1,2,1,Gameweek 19,2024
13,Volos NFC,PAOK,Home,Against,0,5,11,1,14,11,19,10,1,7,0,Gameweek 19,2024
14,PAOK,Volos NFC,Away,For,0,5,11,1,14,11,19,10,1,7,0,Gameweek 19,2024
15,PAOK,Volos NFC,Away,Against,0,1,22,2,11,7,19,9,1,2,1,Gameweek 19,2024
16,Atromitos Athens,AEK Athens,Home,For,0,7,21,0,9,7,24,9,0,3,0,Gameweek 19,2024
17,Atromitos Athens,AEK Athens,Home,Against,0,7,22,2,18,6,18,16,1,10,2,Gameweek 19,2024
18,AEK Athens,Atromitos Athens,Away,For,0,7,22,2,18,6,18,16,1,10,2,Gameweek 19,2024
19,AEK Athens,Atromitos Athens,Away,Against,0,7,21,0,9,7,24,9,0,3,0,Gameweek 19,2024
20,Panathinaikos,Asteras Tripolis,Home,For,0,9,11,1,18,3,17,21,0,6,1,Gameweek 19,2024
21,Panathinaikos,Asteras Tripolis,Home,Against,1,3,9,6,8,8,19,17,1,1,1,Gameweek 19,2024
22,Asteras Tripolis,Panathinaikos,Away,For,1,3,9,6,8,8,19,17,1,1,1,Gameweek 19,2024
23,Asteras Tripolis,Panathinaikos,Away,Against,0,9,11,1,18,3,17,21,0,6,1,Gameweek 19,2024
24,Aris Thessaloniki,Olympiacos FC,Home,For,0,1,12,2,6,8,26,14,2,0,0,Gameweek 19,2024
25,Aris Thessaloniki,Olympiacos FC,Home,Against,0,1,22,2,12,2,19,22,0,3,2,Gameweek 19,2024
26,Olympiacos FC,Aris Thessaloniki,Away,For,0,1,22,2,12,2,19,22,0,3,2,Gameweek 19,2024
27,Olympiacos FC,Aris Thessaloniki,Away,Against,0,1,12,2,6,8,26,14,2,0,0,Gameweek 19,2024
0,Volos NFC,PAS Lamia 1964,Home,For,0,7,14,3,10,6,17,18,1,5,1,Gameweek 1,2024
1,Volos NFC,PAS Lamia 1964,Home,Against,0,0,16,3,13,5,15,21,2,8,2,Gameweek 1,2024
2,PAS Lamia 1964,Volos NFC,Away,For,0,0,16,3,13,5,15,21,2,8,2,Gameweek 1,2024
3,PAS Lamia 1964,Volos NFC,Away,Against,0,7,14,3,10,6,17,18,1,5,1,Gameweek 1,2024
4,PAS Giannina,A.E. Kifisia FC,Home,For,1,7,16,3,13,8,18,27,0,5,5,Gameweek 1,2024
5,PAS Giannina,A.E. Kifisia FC,Home,Against,0,2,22,4,3,10,27,19,2,0,2,Gameweek 1,2024
6,A.E. Kifisia FC,PAS Giannina,Away,For,0,2,22,4,3,10,27,19,2,0,2,Gameweek 1,2024
7,A.E. Kifisia FC,PAS Giannina,Away,Against,1,7,16,3,13,8,18,27,0,5,5,Gameweek 1,2024
8,OFI Crete,Aris Thessaloniki,Home,For,0,3,25,5,14,6,10,13,1,5,0,Gameweek 1,2024
9,OFI Crete,Aris Thessaloniki,Home,Against,0,4,13,3,17,7,25,11,1,6,1,Gameweek 1,2024
10,Aris Thessaloniki,OFI Crete,Away,For,0,4,13,3,17,7,25,11,1,6,1,Gameweek 1,2024
11,Aris Thessaloniki,OFI Crete,Away,Against,0,3,25,5,14,6,10,13,1,5,0,Gameweek 1,2024
12,PAOK,Asteras Tripolis,Home,For,0,3,7,2,13,5,19,7,1,7,3,Gameweek 1,2024
13,PAOK,Asteras Tripolis,Home,Against,0,1,12,1,8,6,12,17,0,1,4,Gameweek 1,2024
14,Asteras Tripolis,PAOK,Away,For,0,1,12,1,8,6,12,17,0,1,4,Gameweek 1,2024
15,Asteras Tripolis,PAOK,Away,Against,0,3,7,2,13,5,19,7,1,7,3,Gameweek 1,2024
16,Olympiacos FC,Panserraikos,Home,For,0,8,19,3,31,5,18,13,1,2,1,Gameweek 1,2024
17,Olympiacos FC,Panserraikos,Home,Against,1,3,7,0,6,20,15,12,0,1,1,Gameweek 1,2024
18,Panserraikos,Olympiacos FC,Away,For,1,3,7,0,6,20,15,12,0,1,1,Gameweek 1,2024
19,Panserraikos,Olympiacos FC,Away,Against,0,8,19,3,31,5,18,13,1,2,1,Gameweek 1,2024
20,AEK Athens,Panetolikos,Home,For,0,9,10,0,25,2,23,16,0,8,4,Gameweek 1,2024
21,AEK Athens,Panetolikos,Home,Against,0,5,15,2,8,12,15,12,0,4,2,Gameweek 1,2024
22,Panetolikos,AEK Athens,Away,For,0,5,15,2,8,12,15,12,0,4,2,Gameweek 1,2024
23,Panetolikos,AEK Athens,Away,Against,0,9,10,0,25,2,23,16,0,8,4,Gameweek 1,2024
24,Panathinaikos,Atromitos Athens,Home,For,1,2,14,0,16,5,19,16,0,9,0,Gameweek 1,2024
25,Panathinaikos,Atromitos Athens,Home,Against,1,1,9,1,5,5,11,21,1,1,0,Gameweek 1,2024
26,Atromitos Athens,Panathinaikos,Away,For,1,1,9,1,5,5,11,21,1,1,0,Gameweek 1,2024
27,Atromitos Athens,Panathinaikos,Away,Against,1,2,14,0,16,5,19,16,0,9,0,Gameweek 1,2024
0,Panetolikos,PAS Lamia 1964,Home,For,0,4,14,2,14,7,24,19,1,2,0,Gameweek 20,2024
1,Panetolikos,PAS Lamia 1964,Home,Against,0,5,15,5,14,15,21,25,3,5,2,Gameweek 20,2024
2,PAS Lamia 1964,Panetolikos,Away,For,0,5,15,5,14,15,21,25,3,5,2,Gameweek 20,2024
3,PAS Lamia 1964,Panetolikos,Away,Against,0,4,14,2,14,7,24,19,1,2,0,Gameweek 20,2024
4,Panserraikos,Volos NFC,Home,For,0,2,16,4,12,5,13,15,0,6,2,Gameweek 20,2024
5,Panserraikos,Volos NFC,Home,Against,0,2,28,6,7,4,21,10,2,3,0,Gameweek 20,2024
6,Volos NFC,Panserraikos,Away,For,0,2,28,6,7,4,21,10,2,3,0,Gameweek 20,2024
7,Volos NFC,Panserraikos,Away,Against,0,2,16,4,12,5,13,15,0,6,2,Gameweek 20,2024
8,A.E. Kifisia FC,Aris Thessaloniki,Home,For,0,8,13,4,9,3,30,19,1,1,3,Gameweek 20,2024
9,A.E. Kifisia FC,Aris Thessaloniki,Home,Against,0,3,10,6,5,13,24,18,2,3,4,Gameweek 20,2024
10,Aris Thessaloniki,A.E. Kifisia FC,Away,For,0,3,10,6,5,13,24,18,2,3,4,Gameweek 20,2024
11,Aris Thessaloniki,A.E. Kifisia FC,Away,Against,0,8,13,4,9,3,30,19,1,1,3,Gameweek 20,2024
12,AEK Athens,OFI Crete,Home,For,0,13,21,2,19,1,22,18,0,8,2,Gameweek 20,2024
13,AEK Athens,OFI Crete,Home,Against,0,4,7,1,9,4,17,22,0,2,0,Gameweek 20,2024
14,OFI Crete,AEK Athens,Away,For,0,4,7,1,9,4,17,22,0,2,0,Gameweek 20,2024
15,OFI Crete,AEK Athens,Away,Against,0,13,21,2,19,1,22,18,0,8,2,Gameweek 20,2024
16,Asteras Tripolis,Atromitos Athens,Home,For,0,5,16,1,9,9,11,7,1,6,0,Gameweek 20,2024
17,Asteras Tripolis,Atromitos Athens,Home,Against,0,3,9,0,12,4,21,7,0,2,2,Gameweek 20,2024
18,Atromitos Athens,Asteras Tripolis,Away,For,0,3,9,0,12,4,21,7,0,2,2,Gameweek 20,2024
19,Atromitos Athens,Asteras Tripolis,Away,Against,0,5,16,1,9,9,11,7,1,6,0,Gameweek 20,2024
20,Olympiacos FC,PAS Giannina,Home,For,0,8,16,1,18,4,23,9,1,8,1,Gameweek 20,2024
21,Olympiacos FC,PAS Giannina,Home,Against,0,3,6,4,9,7,15,25,2,2,2,Gameweek 20,2024
22,PAS Giannina,Olympiacos FC,Away,For,0,3,6,4,9,7,15,25,2,2,2,Gameweek 20,2024
23,PAS Giannina,Olympiacos FC,Away,Against,0,8,16,1,18,4,23,9,1,8,1,Gameweek 20,2024
24,PAOK,Panathinaikos,Home,For,0,3,11,4,11,3,16,12,0,5,5,Gameweek 20,2024
25,PAOK,Panathinaikos,Home,Against,0,6,15,2,9,9,25,12,0,5,2,Gameweek 20,2024
26,Panathinaikos,PAOK,Away,For,0,6,15,2,9,9,25,12,0,5,2,Gameweek 20,2024
27,Panathinaikos,PAOK,Away,Against,0,3,11,4,11,3,16,12,0,5,5,Gameweek 20,2024
0,Volos NFC,Panetolikos,Home,For,0,5,23,2,7,3,19,13,1,4,1,Gameweek 21,2024
1,Volos NFC,Panetolikos,Home,Against,0,5,20,4,11,6,21,8,2,3,0,Gameweek 21,2024
2,Panetolikos,Volos NFC,Away,For,0,5,20,4,11,6,21,8,2,3,0,Gameweek 21,2024
3,Panetolikos,Volos NFC,Away,Against,0,5,23,2,7,3,19,13,1,4,1,Gameweek 21,2024
4,Panserraikos,Aris Thessaloniki,Home,For,0,4,17,5,12,8,23,7,2,7,0,Gameweek 21,2024
5,Panserraikos,Aris Thessaloniki,Home,Against,0,0,14,2,9,7,14,8,1,4,1,Gameweek 21,2024
6,Aris Thessaloniki,Panserraikos,Away,For,0,0,14,2,9,7,14,8,1,4,1,Gameweek 21,2024
7,Aris Thessaloniki,Panserraikos,Away,Against,0,4,17,5,12,8,23,7,2,7,0,Gameweek 21,2024
8,OFI Crete,A.E. Kifisia FC,Home,For,0,2,20,3,9,7,32,14,2,3,1,Gameweek 21,2024
9,OFI Crete,A.E. Kifisia FC,Home,Against,0,5,12,4,11,8,13,17,2,3,0,Gameweek 21,2024
10,A.E. Kifisia FC,OFI Crete,Away,For,0,5,12,4,11,8,13,17,2,3,0,Gameweek 21,2024
11,A.E. Kifisia FC,OFI Crete,Away,Against,0,2,20,3,9,7,32,14,2,3,1,Gameweek 21,2024
12,AEK Athens,Asteras Tripolis,Home,For,0,6,10,0,23,6,15,15,0,7,2,Gameweek 21,2024
13,AEK Athens,Asteras Tripolis,Home,Against,0,5,17,3,8,11,19,13,3,2,2,Gameweek 21,2024
14,Asteras Tripolis,AEK Athens,Away,For,0,5,17,3,8,11,19,13,3,2,2,Gameweek 21,2024
15,Asteras Tripolis,AEK Athens,Away,Against,0,6,10,0,23,6,15,15,0,7,2,Gameweek 21,2024
16,PAS Giannina,PAS Lamia 1964,Home,For,0,11,13,5,21,3,17,21,2,7,0,Gameweek 21,2024
17,PAS Giannina,PAS Lamia 1964,Home,Against,0,4,14,3,13,13,20,13,2,10,1,Gameweek 21,2024
18,PAS Lamia 1964,PAS Giannina,Away,For,0,4,14,3,13,13,20,13,2,10,1,Gameweek 21,2024
19,PAS Lamia 1964,PAS Giannina,Away,Against,0,11,13,5,21,3,17,21,2,7,0,Gameweek 21,2024
20,Atromitos Athens,PAOK,Home,For,0,2,15,3,2,15,20,15,1,0,0,Gameweek 21,2024
21,Atromitos Athens,PAOK,Home,Against,0,8,10,3,20,3,23,6,1,2,2,Gameweek 21,2024
22,PAOK,Atromitos Athens,Away,For,0,8,10,3,20,3,23,6,1,2,2,Gameweek 21,2024
23,PAOK,Atromitos Athens,Away,Against,0,2,15,3,2,15,20,15,1,0,0,Gameweek 21,2024
24,Panathinaikos,Olympiacos FC,Home,For,0,3,10,1,12,9,30,10,1,7,4,Gameweek 21,2024
25,Panathinaikos,Olympiacos FC,Home,Against,0,7,13,3,13,2,23,15,1,4,2,Gameweek 21,2024
26,Olympiacos FC,Panathinaikos,Away,For,0,7,13,3,13,2,23,15,1,4,2,Gameweek 21,2024
27,Olympiacos FC,Panathinaikos,Away,Against,0,3,10,1,12,9,30,10,1,7,4,Gameweek 21,2024
0,Olympiacos FC,OFI Crete,Home,For,0,5,15,1,21,5,23,7,0,10,1,Gameweek 22,2024
1,Olympiacos FC,OFI Crete,Home,Against,0,2,14,2,6,9,10,17,1,0,0,Gameweek 22,2024
2,OFI Crete,Olympiacos FC,Away,For,0,2,14,2,6,9,10,17,1,0,0,Gameweek 22,2024
3,OFI Crete,Olympiacos FC,Away,Against,0,5,15,1,21,5,23,7,0,10,1,Gameweek 22,2024
4,PAS Giannina,Aris Thessaloniki,Home,For,0,2,21,4,10,5,28,21,0,2,1,Gameweek 22,2024
5,PAS Giannina,Aris Thessaloniki,Home,Against,0,4,21,2,8,9,26,19,1,3,1,Gameweek 22,2024
6,Aris Thessaloniki,PAS Giannina,Away,For,0,4,21,2,8,9,26,19,1,3,1,Gameweek 22,2024
7,Aris Thessaloniki,PAS Giannina,Away,Against,0,2,21,4,10,5,28,21,0,2,1,Gameweek 22,2024
8,Panetolikos,Atromitos Athens,Home,For,1,5,13,4,8,14,8,14,2,5,0,Gameweek 22,2024
9,Panetolikos,Atromitos Athens,Home,Against,0,10,16,3,15,5,24,15,1,5,2,Gameweek 22,2024
10,Atromitos Athens,Panetolikos,Away,For,0,10,16,3,15,5,24,15,1,5,2,Gameweek 22,2024
11,Atromitos Athens,Panetolikos,Away,Against,1,5,13,4,8,14,8,14,2,5,0,Gameweek 22,2024
12,A.E. Kifisia FC,Volos NFC,Home,For,0,11,22,2,13,6,36,9,0,3,0,Gameweek 22,2024
13,A.E. Kifisia FC,Volos NFC,Home,Against,1,5,21,5,7,11,17,24,2,4,1,Gameweek 22,2024
14,Volos NFC,A.E. Kifisia FC,Away,For,1,5,21,5,7,11,17,24,2,4,1,Gameweek 22,2024
15,Volos NFC,A.E. Kifisia FC,Away,Against,0,11,22,2,13,6,36,9,0,3,0,Gameweek 22,2024
16,Panserraikos,Panathinaikos,Home,For,0,3,14,4,8,11,15,17,2,2,2,Gameweek 22,2024
17,Panserraikos,Panathinaikos,Home,Against,0,3,23,2,12,8,28,12,0,7,0,Gameweek 22,2024
18,Panathinaikos,Panserraikos,Away,For,0,3,23,2,12,8,28,12,0,7,0,Gameweek 22,2024
19,Panathinaikos,Panserraikos,Away,Against,0,3,14,4,8,11,15,17,2,2,2,Gameweek 22,2024
20,PAS Lamia 1964,Asteras Tripolis,Home,For,0,4,15,2,7,7,19,11,0,3,6,Gameweek 22,2024
21,PAS Lamia 1964,Asteras Tripolis,Home,Against,1,3,24,5,12,4,22,15,2,6,0,Gameweek 22,2024
22,Asteras Tripolis,PAS Lamia 1964,Away,For,1,3,24,5,12,4,22,15,2,6,0,Gameweek 22,2024
23,Asteras Tripolis,PAS Lamia 1964,Away,Against,0,4,15,2,7,7,19,11,0,3,6,Gameweek 22,2024
24,PAOK,AEK Athens,Home,For,0,5,17,2,11,4,31,24,1,5,2,Gameweek 22,2024
25,PAOK,AEK Athens,Home,Against,0,4,17,3,10,7,40,13,2,5,2,Gameweek 22,2024
26,AEK Athens,PAOK,Away,For,0,4,17,3,10,7,40,13,2,5,2,Gameweek 22,2024
27,AEK Athens,PAOK,Away,Against,0,5,17,2,11,4,31,24,1,5,2,Gameweek 22,2024
0,Atromitos Athens,Aris Thessaloniki,Home,For,0,0,13,4,11,8,32,21,2,1,1,Gameweek 23,2024
1,Atromitos Athens,Aris Thessaloniki,Home,Against,0,3,19,4,9,9,15,16,2,4,1,Gameweek 23,2024
2,Aris Thessaloniki,Atromitos Athens,Away,For,0,3,19,4,9,9,15,16,2,4,1,Gameweek 23,2024
